Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 2.386196	Val Loss: 2.303806	Val Acc: 7
Train Epoch: 1 [1280/49000 (3%)]	Train Loss: 2.305203	Val Loss: 2.300795	Val Acc: 11
Train Epoch: 1 [2560/49000 (5%)]	Train Loss: 2.301976	Val Loss: 2.298331	Val Acc: 14
Train Epoch: 1 [3840/49000 (8%)]	Train Loss: 2.302329	Val Loss: 2.298259	Val Acc: 13
Train Epoch: 1 [5120/49000 (10%)]	Train Loss: 2.303985	Val Loss: 2.298372	Val Acc: 13
Train Epoch: 1 [6400/49000 (13%)]	Train Loss: 2.302010	Val Loss: 2.296412	Val Acc: 15
Train Epoch: 1 [7680/49000 (16%)]	Train Loss: 2.303712	Val Loss: 2.294974	Val Acc: 15
Train Epoch: 1 [8960/49000 (18%)]	Train Loss: 2.298519	Val Loss: 2.293833	Val Acc: 13
Train Epoch: 1 [10240/49000 (21%)]	Train Loss: 2.297705	Val Loss: 2.293088	Val Acc: 13
Train Epoch: 1 [11520/49000 (23%)]	Train Loss: 2.297935	Val Loss: 2.289409	Val Acc: 13
Train Epoch: 1 [12800/49000 (26%)]	Train Loss: 2.291570	Val Loss: 2.289575	Val Acc: 11
Train Epoch: 1 [14080/49000 (29%)]	Train Loss: 2.287685	Val Loss: 2.288060	Val Acc: 12
Train Epoch: 1 [15360/49000 (31%)]	Train Loss: 2.283170	Val Loss: 2.283180	Val Acc: 14
Train Epoch: 1 [16640/49000 (34%)]	Train Loss: 2.278788	Val Loss: 2.278438	Val Acc: 15
Train Epoch: 1 [17920/49000 (37%)]	Train Loss: 2.283464	Val Loss: 2.273667	Val Acc: 17
Train Epoch: 1 [19200/49000 (39%)]	Train Loss: 2.285323	Val Loss: 2.264385	Val Acc: 18
Train Epoch: 1 [20480/49000 (42%)]	Train Loss: 2.263435	Val Loss: 2.261674	Val Acc: 19
Train Epoch: 1 [21760/49000 (44%)]	Train Loss: 2.244848	Val Loss: 2.251384	Val Acc: 19
Train Epoch: 1 [23040/49000 (47%)]	Train Loss: 2.243700	Val Loss: 2.241903	Val Acc: 16
Train Epoch: 1 [24320/49000 (50%)]	Train Loss: 2.253681	Val Loss: 2.227823	Val Acc: 17
Train Epoch: 1 [25600/49000 (52%)]	Train Loss: 2.222950	Val Loss: 2.215704	Val Acc: 17
Train Epoch: 1 [26880/49000 (55%)]	Train Loss: 2.230642	Val Loss: 2.190411	Val Acc: 19
Train Epoch: 1 [28160/49000 (57%)]	Train Loss: 2.194517	Val Loss: 2.177114	Val Acc: 23
Train Epoch: 1 [29440/49000 (60%)]	Train Loss: 2.210598	Val Loss: 2.149774	Val Acc: 23
Train Epoch: 1 [30720/49000 (63%)]	Train Loss: 2.111389	Val Loss: 2.127599	Val Acc: 25
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 2.124424	Val Loss: 2.113057	Val Acc: 23
Train Epoch: 1 [33280/49000 (68%)]	Train Loss: 2.196675	Val Loss: 2.091012	Val Acc: 28
Train Epoch: 1 [34560/49000 (70%)]	Train Loss: 2.039702	Val Loss: 2.072820	Val Acc: 27
Train Epoch: 1 [35840/49000 (73%)]	Train Loss: 2.083225	Val Loss: 2.067514	Val Acc: 28
Train Epoch: 1 [37120/49000 (76%)]	Train Loss: 2.062199	Val Loss: 2.023131	Val Acc: 30
Train Epoch: 1 [38400/49000 (78%)]	Train Loss: 2.050276	Val Loss: 2.010916	Val Acc: 28
Train Epoch: 1 [39680/49000 (81%)]	Train Loss: 2.007195	Val Loss: 1.975879	Val Acc: 30
Train Epoch: 1 [40960/49000 (84%)]	Train Loss: 1.959542	Val Loss: 2.006939	Val Acc: 28
Train Epoch: 1 [42240/49000 (86%)]	Train Loss: 2.040403	Val Loss: 1.987446	Val Acc: 29
Train Epoch: 1 [43520/49000 (89%)]	Train Loss: 2.102864	Val Loss: 2.005988	Val Acc: 28
Train Epoch: 1 [44800/49000 (91%)]	Train Loss: 1.956519	Val Loss: 1.984092	Val Acc: 30
Train Epoch: 1 [46080/49000 (94%)]	Train Loss: 2.070576	Val Loss: 1.956571	Val Acc: 31
Train Epoch: 1 [47360/49000 (97%)]	Train Loss: 2.000571	Val Loss: 1.953318	Val Acc: 30
Train Epoch: 1 [48640/49000 (99%)]	Train Loss: 1.972162	Val Loss: 1.959715	Val Acc: 31
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 1.892614	Val Loss: 1.998509	Val Acc: 31
Train Epoch: 2 [1280/49000 (3%)]	Train Loss: 1.954651	Val Loss: 1.969574	Val Acc: 30
Train Epoch: 2 [2560/49000 (5%)]	Train Loss: 1.917210	Val Loss: 1.951032	Val Acc: 31
Train Epoch: 2 [3840/49000 (8%)]	Train Loss: 1.890677	Val Loss: 1.946853	Val Acc: 30
Train Epoch: 2 [5120/49000 (10%)]	Train Loss: 1.837523	Val Loss: 1.918911	Val Acc: 33
Train Epoch: 2 [6400/49000 (13%)]	Train Loss: 1.934466	Val Loss: 1.873652	Val Acc: 34
Train Epoch: 2 [7680/49000 (16%)]	Train Loss: 1.971418	Val Loss: 1.902964	Val Acc: 31
Train Epoch: 2 [8960/49000 (18%)]	Train Loss: 1.780329	Val Loss: 1.888303	Val Acc: 34
Train Epoch: 2 [10240/49000 (21%)]	Train Loss: 1.855919	Val Loss: 1.893978	Val Acc: 32
Train Epoch: 2 [11520/49000 (23%)]	Train Loss: 1.763114	Val Loss: 1.853869	Val Acc: 36
Train Epoch: 2 [12800/49000 (26%)]	Train Loss: 1.901625	Val Loss: 1.870638	Val Acc: 33
Train Epoch: 2 [14080/49000 (29%)]	Train Loss: 1.866626	Val Loss: 1.877946	Val Acc: 35
Train Epoch: 2 [15360/49000 (31%)]	Train Loss: 1.837725	Val Loss: 1.819102	Val Acc: 37
Train Epoch: 2 [16640/49000 (34%)]	Train Loss: 1.810270	Val Loss: 1.851734	Val Acc: 36
Train Epoch: 2 [17920/49000 (37%)]	Train Loss: 1.693452	Val Loss: 1.803774	Val Acc: 38
Train Epoch: 2 [19200/49000 (39%)]	Train Loss: 1.875168	Val Loss: 1.839614	Val Acc: 36
Train Epoch: 2 [20480/49000 (42%)]	Train Loss: 1.935594	Val Loss: 1.782815	Val Acc: 37
Train Epoch: 2 [21760/49000 (44%)]	Train Loss: 1.790199	Val Loss: 1.721715	Val Acc: 40
Train Epoch: 2 [23040/49000 (47%)]	Train Loss: 1.711925	Val Loss: 1.740947	Val Acc: 38
Train Epoch: 2 [24320/49000 (50%)]	Train Loss: 1.912054	Val Loss: 1.720898	Val Acc: 39
Train Epoch: 2 [25600/49000 (52%)]	Train Loss: 1.571571	Val Loss: 1.685933	Val Acc: 40
Train Epoch: 2 [26880/49000 (55%)]	Train Loss: 1.565157	Val Loss: 1.647887	Val Acc: 42
Train Epoch: 2 [28160/49000 (57%)]	Train Loss: 1.772153	Val Loss: 1.713670	Val Acc: 43
Train Epoch: 2 [29440/49000 (60%)]	Train Loss: 1.712110	Val Loss: 1.686599	Val Acc: 41
Train Epoch: 2 [30720/49000 (63%)]	Train Loss: 1.628968	Val Loss: 1.634206	Val Acc: 45
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.615733	Val Loss: 1.673338	Val Acc: 42
Train Epoch: 2 [33280/49000 (68%)]	Train Loss: 1.635217	Val Loss: 1.692583	Val Acc: 43
Train Epoch: 2 [34560/49000 (70%)]	Train Loss: 1.801252	Val Loss: 1.661011	Val Acc: 42
Train Epoch: 2 [35840/49000 (73%)]	Train Loss: 1.650436	Val Loss: 1.621148	Val Acc: 43
Train Epoch: 2 [37120/49000 (76%)]	Train Loss: 1.712481	Val Loss: 1.609479	Val Acc: 44
Train Epoch: 2 [38400/49000 (78%)]	Train Loss: 1.679994	Val Loss: 1.575608	Val Acc: 45
Train Epoch: 2 [39680/49000 (81%)]	Train Loss: 1.515852	Val Loss: 1.606652	Val Acc: 42
Train Epoch: 2 [40960/49000 (84%)]	Train Loss: 1.651463	Val Loss: 1.640682	Val Acc: 43
Train Epoch: 2 [42240/49000 (86%)]	Train Loss: 1.433667	Val Loss: 1.587932	Val Acc: 44
Train Epoch: 2 [43520/49000 (89%)]	Train Loss: 1.576014	Val Loss: 1.533797	Val Acc: 47
Train Epoch: 2 [44800/49000 (91%)]	Train Loss: 1.442536	Val Loss: 1.560813	Val Acc: 46
Train Epoch: 2 [46080/49000 (94%)]	Train Loss: 1.518680	Val Loss: 1.531683	Val Acc: 47
Train Epoch: 2 [47360/49000 (97%)]	Train Loss: 1.456170	Val Loss: 1.589666	Val Acc: 46
Train Epoch: 2 [48640/49000 (99%)]	Train Loss: 1.676063	Val Loss: 1.577695	Val Acc: 44
Train Epoch: 3 [0/49000 (0%)]	Train Loss: 2.033490	Val Loss: 1.556266	Val Acc: 47
Train Epoch: 3 [1280/49000 (3%)]	Train Loss: 1.593182	Val Loss: 1.527253	Val Acc: 46
Train Epoch: 3 [2560/49000 (5%)]	Train Loss: 1.543561	Val Loss: 1.516143	Val Acc: 45
