Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 4.005330	Val Loss: 3.686232	Val Acc: 9
Train Epoch: 1 [2000/49000 (4%)]	Train Loss: 2.811219	Val Loss: 2.673995	Val Acc: 16
Train Epoch: 1 [4000/49000 (8%)]	Train Loss: 2.184693	Val Loss: 2.342059	Val Acc: 25
Train Epoch: 1 [6000/49000 (12%)]	Train Loss: 2.116092	Val Loss: 2.156391	Val Acc: 29
Train Epoch: 1 [8000/49000 (16%)]	Train Loss: 2.044964	Val Loss: 2.034331	Val Acc: 30
Train Epoch: 1 [10000/49000 (20%)]	Train Loss: 1.977920	Val Loss: 1.959017	Val Acc: 33
Train Epoch: 1 [12000/49000 (24%)]	Train Loss: 1.927136	Val Loss: 1.905399	Val Acc: 35
Train Epoch: 1 [14000/49000 (29%)]	Train Loss: 1.835407	Val Loss: 1.867789	Val Acc: 36
Train Epoch: 1 [16000/49000 (33%)]	Train Loss: 1.712870	Val Loss: 1.815194	Val Acc: 38
Train Epoch: 1 [18000/49000 (37%)]	Train Loss: 1.786514	Val Loss: 1.776108	Val Acc: 40
Train Epoch: 1 [20000/49000 (41%)]	Train Loss: 1.890583	Val Loss: 1.760740	Val Acc: 41
Train Epoch: 1 [22000/49000 (45%)]	Train Loss: 1.790277	Val Loss: 1.723139	Val Acc: 41
Train Epoch: 1 [24000/49000 (49%)]	Train Loss: 1.666577	Val Loss: 1.776331	Val Acc: 41
Train Epoch: 1 [26000/49000 (53%)]	Train Loss: 1.772200	Val Loss: 1.709168	Val Acc: 44
Train Epoch: 1 [28000/49000 (57%)]	Train Loss: 1.668329	Val Loss: 1.705204	Val Acc: 42
Train Epoch: 1 [30000/49000 (61%)]	Train Loss: 1.684659	Val Loss: 1.729325	Val Acc: 40
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.660545	Val Loss: 1.637600	Val Acc: 45
Train Epoch: 1 [34000/49000 (69%)]	Train Loss: 1.616994	Val Loss: 1.672826	Val Acc: 44
Train Epoch: 1 [36000/49000 (73%)]	Train Loss: 1.602460	Val Loss: 1.633895	Val Acc: 44
Train Epoch: 1 [38000/49000 (78%)]	Train Loss: 1.526440	Val Loss: 1.616384	Val Acc: 46
Train Epoch: 1 [40000/49000 (82%)]	Train Loss: 1.658314	Val Loss: 1.602346	Val Acc: 45
Train Epoch: 1 [42000/49000 (86%)]	Train Loss: 1.584969	Val Loss: 1.582490	Val Acc: 46
Train Epoch: 1 [44000/49000 (90%)]	Train Loss: 1.547384	Val Loss: 1.594968	Val Acc: 45
Train Epoch: 1 [46000/49000 (94%)]	Train Loss: 1.566483	Val Loss: 1.593642	Val Acc: 45
Train Epoch: 1 [48000/49000 (98%)]	Train Loss: 1.476897	Val Loss: 1.585837	Val Acc: 45
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 1.663921	Val Loss: 1.577216	Val Acc: 45
Train Epoch: 2 [2000/49000 (4%)]	Train Loss: 1.461899	Val Loss: 1.569476	Val Acc: 46
Train Epoch: 2 [4000/49000 (8%)]	Train Loss: 1.431981	Val Loss: 1.575620	Val Acc: 46
Train Epoch: 2 [6000/49000 (12%)]	Train Loss: 1.400819	Val Loss: 1.551922	Val Acc: 48
Train Epoch: 2 [8000/49000 (16%)]	Train Loss: 1.364475	Val Loss: 1.543420	Val Acc: 48
Train Epoch: 2 [10000/49000 (20%)]	Train Loss: 1.527668	Val Loss: 1.540430	Val Acc: 47
Train Epoch: 2 [12000/49000 (24%)]	Train Loss: 1.411776	Val Loss: 1.544546	Val Acc: 47
Train Epoch: 2 [14000/49000 (29%)]	Train Loss: 1.431871	Val Loss: 1.512263	Val Acc: 48
Train Epoch: 2 [16000/49000 (33%)]	Train Loss: 1.462503	Val Loss: 1.520826	Val Acc: 49
Train Epoch: 2 [18000/49000 (37%)]	Train Loss: 1.532581	Val Loss: 1.520898	Val Acc: 47
Train Epoch: 2 [20000/49000 (41%)]	Train Loss: 1.471359	Val Loss: 1.497556	Val Acc: 48
