Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 4.474110	Val Loss: 3.418847	Val Acc: 14
Train Epoch: 1 [2000/49000 (4%)]	Train Loss: 2.801690	Val Loss: 2.556192	Val Acc: 29
Train Epoch: 1 [4000/49000 (8%)]	Train Loss: 2.308359	Val Loss: 2.125909	Val Acc: 33
Train Epoch: 1 [6000/49000 (12%)]	Train Loss: 1.838674	Val Loss: 1.828176	Val Acc: 37
Train Epoch: 1 [8000/49000 (16%)]	Train Loss: 1.873780	Val Loss: 1.826569	Val Acc: 37
Train Epoch: 1 [10000/49000 (20%)]	Train Loss: 1.797538	Val Loss: 1.836197	Val Acc: 36
Train Epoch: 1 [12000/49000 (24%)]	Train Loss: 1.686743	Val Loss: 1.714638	Val Acc: 40
Train Epoch: 1 [14000/49000 (29%)]	Train Loss: 1.626655	Val Loss: 1.714199	Val Acc: 39
Train Epoch: 1 [16000/49000 (33%)]	Train Loss: 1.684018	Val Loss: 1.672785	Val Acc: 42
Train Epoch: 1 [18000/49000 (37%)]	Train Loss: 1.697134	Val Loss: 1.686396	Val Acc: 41
Train Epoch: 1 [20000/49000 (41%)]	Train Loss: 1.581337	Val Loss: 1.636005	Val Acc: 44
Train Epoch: 1 [22000/49000 (45%)]	Train Loss: 1.620619	Val Loss: 1.658113	Val Acc: 44
Train Epoch: 1 [24000/49000 (49%)]	Train Loss: 1.608712	Val Loss: 1.667138	Val Acc: 42
Train Epoch: 1 [26000/49000 (53%)]	Train Loss: 1.778197	Val Loss: 1.681606	Val Acc: 42
Train Epoch: 1 [28000/49000 (57%)]	Train Loss: 1.560800	Val Loss: 1.665484	Val Acc: 39
Train Epoch: 1 [30000/49000 (61%)]	Train Loss: 1.589888	Val Loss: 1.649954	Val Acc: 44
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.609807	Val Loss: 1.667105	Val Acc: 43
Train Epoch: 1 [34000/49000 (69%)]	Train Loss: 1.691812	Val Loss: 1.660545	Val Acc: 44
Train Epoch: 1 [36000/49000 (73%)]	Train Loss: 1.654106	Val Loss: 1.678304	Val Acc: 42
Train Epoch: 1 [38000/49000 (78%)]	Train Loss: 1.648604	Val Loss: 1.670576	Val Acc: 42
Train Epoch: 1 [40000/49000 (82%)]	Train Loss: 1.583173	Val Loss: 1.668722	Val Acc: 42
Train Epoch: 1 [42000/49000 (86%)]	Train Loss: 1.623140	Val Loss: 1.669658	Val Acc: 42
Train Epoch: 1 [44000/49000 (90%)]	Train Loss: 1.646994	Val Loss: 1.666974	Val Acc: 43
Train Epoch: 1 [46000/49000 (94%)]	Train Loss: 1.787358	Val Loss: 1.672770	Val Acc: 42
Train Epoch: 1 [48000/49000 (98%)]	Train Loss: 1.645987	Val Loss: 1.664849	Val Acc: 43
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 1.659999	Val Loss: 1.671428	Val Acc: 44
Train Epoch: 2 [2000/49000 (4%)]	Train Loss: 1.676499	Val Loss: 1.661301	Val Acc: 44
Train Epoch: 2 [4000/49000 (8%)]	Train Loss: 1.734230	Val Loss: 1.666455	Val Acc: 44
Train Epoch: 2 [6000/49000 (12%)]	Train Loss: 1.640390	Val Loss: 1.675556	Val Acc: 43
Train Epoch: 2 [8000/49000 (16%)]	Train Loss: 1.700855	Val Loss: 1.661556	Val Acc: 43
Train Epoch: 2 [10000/49000 (20%)]	Train Loss: 1.603361	Val Loss: 1.676915	Val Acc: 44
Train Epoch: 2 [12000/49000 (24%)]	Train Loss: 1.701898	Val Loss: 1.678423	Val Acc: 43
Train Epoch: 2 [14000/49000 (29%)]	Train Loss: 1.734501	Val Loss: 1.663204	Val Acc: 41
Train Epoch: 2 [16000/49000 (33%)]	Train Loss: 1.706974	Val Loss: 1.675764	Val Acc: 43
Train Epoch: 2 [18000/49000 (37%)]	Train Loss: 1.639345	Val Loss: 1.650660	Val Acc: 44
Train Epoch: 2 [20000/49000 (41%)]	Train Loss: 1.717175	Val Loss: 1.672876	Val Acc: 42
Train Epoch: 2 [22000/49000 (45%)]	Train Loss: 1.664096	Val Loss: 1.650291	Val Acc: 43
Train Epoch: 2 [24000/49000 (49%)]	Train Loss: 1.729101	Val Loss: 1.654709	Val Acc: 43
Train Epoch: 2 [26000/49000 (53%)]	Train Loss: 1.691316	Val Loss: 1.651015	Val Acc: 44
Train Epoch: 2 [28000/49000 (57%)]	Train Loss: 1.638846	Val Loss: 1.660170	Val Acc: 42
Train Epoch: 2 [30000/49000 (61%)]	Train Loss: 1.727239	Val Loss: 1.677596	Val Acc: 41
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.641487	Val Loss: 1.646027	Val Acc: 45
Train Epoch: 2 [34000/49000 (69%)]	Train Loss: 1.650751	Val Loss: 1.651251	Val Acc: 44
Train Epoch: 2 [36000/49000 (73%)]	Train Loss: 1.620944	Val Loss: 1.652036	Val Acc: 43
Train Epoch: 2 [38000/49000 (78%)]	Train Loss: 1.683485	Val Loss: 1.674610	Val Acc: 42
Train Epoch: 2 [40000/49000 (82%)]	Train Loss: 1.633999	Val Loss: 1.661190	Val Acc: 42
Train Epoch: 2 [42000/49000 (86%)]	Train Loss: 1.597136	Val Loss: 1.676769	Val Acc: 41
Train Epoch: 2 [44000/49000 (90%)]	Train Loss: 1.682374	Val Loss: 1.672918	Val Acc: 41
Train Epoch: 2 [46000/49000 (94%)]	Train Loss: 1.719937	Val Loss: 1.667968	Val Acc: 43
Train Epoch: 2 [48000/49000 (98%)]	Train Loss: 1.741071	Val Loss: 1.680790	Val Acc: 41
