Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 3.660342	Val Loss: 3.327338	Val Acc: 15
Train Epoch: 1 [2000/49000 (4%)]	Train Loss: 2.507255	Val Loss: 2.429791	Val Acc: 30
Train Epoch: 1 [4000/49000 (8%)]	Train Loss: 2.179775	Val Loss: 2.119478	Val Acc: 32
Train Epoch: 1 [6000/49000 (12%)]	Train Loss: 2.035930	Val Loss: 2.054621	Val Acc: 32
Train Epoch: 1 [8000/49000 (16%)]	Train Loss: 1.816061	Val Loss: 1.821143	Val Acc: 36
Train Epoch: 1 [10000/49000 (20%)]	Train Loss: 1.849020	Val Loss: 1.763396	Val Acc: 39
Train Epoch: 1 [12000/49000 (24%)]	Train Loss: 1.748955	Val Loss: 1.732328	Val Acc: 40
Train Epoch: 1 [14000/49000 (29%)]	Train Loss: 1.737979	Val Loss: 1.701043	Val Acc: 40
Train Epoch: 1 [16000/49000 (33%)]	Train Loss: 1.640244	Val Loss: 1.695479	Val Acc: 43
Train Epoch: 1 [18000/49000 (37%)]	Train Loss: 1.589035	Val Loss: 1.678930	Val Acc: 40
Train Epoch: 1 [20000/49000 (41%)]	Train Loss: 1.693244	Val Loss: 1.668963	Val Acc: 43
Train Epoch: 1 [22000/49000 (45%)]	Train Loss: 1.687494	Val Loss: 1.685226	Val Acc: 40
Train Epoch: 1 [24000/49000 (49%)]	Train Loss: 1.659650	Val Loss: 1.679011	Val Acc: 41
Train Epoch: 1 [26000/49000 (53%)]	Train Loss: 1.747859	Val Loss: 1.660548	Val Acc: 42
Train Epoch: 1 [28000/49000 (57%)]	Train Loss: 1.639274	Val Loss: 1.680527	Val Acc: 40
Train Epoch: 1 [30000/49000 (61%)]	Train Loss: 1.733021	Val Loss: 1.666451	Val Acc: 43
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.689686	Val Loss: 1.669009	Val Acc: 43
Train Epoch: 1 [34000/49000 (69%)]	Train Loss: 1.600889	Val Loss: 1.658259	Val Acc: 42
Train Epoch: 1 [36000/49000 (73%)]	Train Loss: 1.717207	Val Loss: 1.662899	Val Acc: 43
Train Epoch: 1 [38000/49000 (78%)]	Train Loss: 1.636519	Val Loss: 1.670513	Val Acc: 41
Train Epoch: 1 [40000/49000 (82%)]	Train Loss: 1.609403	Val Loss: 1.686001	Val Acc: 42
Train Epoch: 1 [42000/49000 (86%)]	Train Loss: 1.719346	Val Loss: 1.680021	Val Acc: 41
Train Epoch: 1 [44000/49000 (90%)]	Train Loss: 1.751367	Val Loss: 1.670495	Val Acc: 42
Train Epoch: 1 [46000/49000 (94%)]	Train Loss: 1.672678	Val Loss: 1.674738	Val Acc: 43
Train Epoch: 1 [48000/49000 (98%)]	Train Loss: 1.670316	Val Loss: 1.659329	Val Acc: 43
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 1.627686	Val Loss: 1.663254	Val Acc: 42
Train Epoch: 2 [2000/49000 (4%)]	Train Loss: 1.729694	Val Loss: 1.671849	Val Acc: 43
Train Epoch: 2 [4000/49000 (8%)]	Train Loss: 1.599577	Val Loss: 1.660040	Val Acc: 44
Train Epoch: 2 [6000/49000 (12%)]	Train Loss: 1.586534	Val Loss: 1.658388	Val Acc: 42
Train Epoch: 2 [8000/49000 (16%)]	Train Loss: 1.678587	Val Loss: 1.669316	Val Acc: 43
Train Epoch: 2 [10000/49000 (20%)]	Train Loss: 1.684461	Val Loss: 1.676445	Val Acc: 41
Train Epoch: 2 [12000/49000 (24%)]	Train Loss: 1.804564	Val Loss: 1.659174	Val Acc: 42
Train Epoch: 2 [14000/49000 (29%)]	Train Loss: 1.633491	Val Loss: 1.675397	Val Acc: 43
Train Epoch: 2 [16000/49000 (33%)]	Train Loss: 1.715768	Val Loss: 1.665108	Val Acc: 41
Train Epoch: 2 [18000/49000 (37%)]	Train Loss: 1.624600	Val Loss: 1.665851	Val Acc: 43
Train Epoch: 2 [20000/49000 (41%)]	Train Loss: 1.745743	Val Loss: 1.668581	Val Acc: 42
Train Epoch: 2 [22000/49000 (45%)]	Train Loss: 1.647182	Val Loss: 1.676603	Val Acc: 42
Train Epoch: 2 [24000/49000 (49%)]	Train Loss: 1.735990	Val Loss: 1.676047	Val Acc: 42
Train Epoch: 2 [26000/49000 (53%)]	Train Loss: 1.690518	Val Loss: 1.670273	Val Acc: 43
Train Epoch: 2 [28000/49000 (57%)]	Train Loss: 1.753394	Val Loss: 1.657342	Val Acc: 44
Train Epoch: 2 [30000/49000 (61%)]	Train Loss: 1.690096	Val Loss: 1.663042	Val Acc: 43
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.677908	Val Loss: 1.663692	Val Acc: 44
Train Epoch: 2 [34000/49000 (69%)]	Train Loss: 1.657518	Val Loss: 1.663780	Val Acc: 44
Train Epoch: 2 [36000/49000 (73%)]	Train Loss: 1.698579	Val Loss: 1.656289	Val Acc: 42
Train Epoch: 2 [38000/49000 (78%)]	Train Loss: 1.706967	Val Loss: 1.649271	Val Acc: 44
Train Epoch: 2 [40000/49000 (82%)]	Train Loss: 1.676227	Val Loss: 1.666984	Val Acc: 43
Train Epoch: 2 [42000/49000 (86%)]	Train Loss: 1.675915	Val Loss: 1.676985	Val Acc: 42
