Train Epoch: 1 [0/49000 (0%)]	Train Loss: 2.308838	Val Loss: 2.301108	Val Acc: 10
Train Epoch: 1 [1280/49000 (3%)]	Train Loss: 2.290667	Val Loss: 2.303470	Val Acc: 12
Train Epoch: 1 [2560/49000 (5%)]	Train Loss: 2.289284	Val Loss: 2.273987	Val Acc: 11
Train Epoch: 1 [3840/49000 (8%)]	Train Loss: 2.213137	Val Loss: 2.248064	Val Acc: 13
Train Epoch: 1 [5120/49000 (10%)]	Train Loss: 2.244729	Val Loss: 2.223534	Val Acc: 16
Train Epoch: 1 [6400/49000 (13%)]	Train Loss: 2.161301	Val Loss: 2.144926	Val Acc: 15
Train Epoch: 1 [7680/49000 (16%)]	Train Loss: 2.121126	Val Loss: 2.112149	Val Acc: 24
Train Epoch: 1 [8960/49000 (18%)]	Train Loss: 2.140623	Val Loss: 2.095615	Val Acc: 21
Train Epoch: 1 [10240/49000 (21%)]	Train Loss: 2.031873	Val Loss: 2.042247	Val Acc: 21
Train Epoch: 1 [11520/49000 (23%)]	Train Loss: 1.988638	Val Loss: 1.998458	Val Acc: 25
Train Epoch: 1 [12800/49000 (26%)]	Train Loss: 2.141057	Val Loss: 2.088277	Val Acc: 20
Train Epoch: 1 [14080/49000 (29%)]	Train Loss: 2.047168	Val Loss: 2.054852	Val Acc: 24
Train Epoch: 1 [15360/49000 (31%)]	Train Loss: 2.079930	Val Loss: 2.092591	Val Acc: 21
Train Epoch: 1 [16640/49000 (34%)]	Train Loss: 2.057869	Val Loss: 2.047848	Val Acc: 20
Train Epoch: 1 [17920/49000 (37%)]	Train Loss: 1.956118	Val Loss: 1.997505	Val Acc: 23
Train Epoch: 1 [19200/49000 (39%)]	Train Loss: 1.907502	Val Loss: 1.905819	Val Acc: 24
Train Epoch: 1 [20480/49000 (42%)]	Train Loss: 1.989160	Val Loss: 1.843583	Val Acc: 27
Train Epoch: 1 [21760/49000 (44%)]	Train Loss: 1.998961	Val Loss: 1.778803	Val Acc: 32
Train Epoch: 1 [23040/49000 (47%)]	Train Loss: 1.686459	Val Loss: 1.790599	Val Acc: 33
Train Epoch: 1 [24320/49000 (50%)]	Train Loss: 1.732706	Val Loss: 1.785211	Val Acc: 34
Train Epoch: 1 [25600/49000 (52%)]	Train Loss: 1.770850	Val Loss: 2.024814	Val Acc: 21
Train Epoch: 1 [26880/49000 (55%)]	Train Loss: 1.827873	Val Loss: 1.862750	Val Acc: 27
Train Epoch: 1 [28160/49000 (57%)]	Train Loss: 1.935295	Val Loss: 1.785507	Val Acc: 30
Train Epoch: 1 [29440/49000 (60%)]	Train Loss: 1.800187	Val Loss: 1.726339	Val Acc: 31
Train Epoch: 1 [30720/49000 (63%)]	Train Loss: 1.833146	Val Loss: 1.691724	Val Acc: 35
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.752510	Val Loss: 1.673084	Val Acc: 39
Train Epoch: 1 [33280/49000 (68%)]	Train Loss: 1.703118	Val Loss: 1.612529	Val Acc: 37
Train Epoch: 1 [34560/49000 (70%)]	Train Loss: 1.749782	Val Loss: 1.706945	Val Acc: 37
Train Epoch: 1 [35840/49000 (73%)]	Train Loss: 1.683828	Val Loss: 1.755328	Val Acc: 31
Train Epoch: 1 [37120/49000 (76%)]	Train Loss: 1.721619	Val Loss: 1.709231	Val Acc: 38
Train Epoch: 1 [38400/49000 (78%)]	Train Loss: 1.669353	Val Loss: 1.615214	Val Acc: 37
Train Epoch: 1 [39680/49000 (81%)]	Train Loss: 1.857636	Val Loss: 1.615185	Val Acc: 39
Train Epoch: 1 [40960/49000 (84%)]	Train Loss: 1.650254	Val Loss: 1.603836	Val Acc: 38
Train Epoch: 1 [42240/49000 (86%)]	Train Loss: 1.772329	Val Loss: 1.684597	Val Acc: 32
Train Epoch: 1 [43520/49000 (89%)]	Train Loss: 1.601272	Val Loss: 1.685689	Val Acc: 39
Train Epoch: 1 [44800/49000 (91%)]	Train Loss: 1.744445	Val Loss: 1.620054	Val Acc: 40
Train Epoch: 1 [46080/49000 (94%)]	Train Loss: 1.652840	Val Loss: 1.567665	Val Acc: 41
Train Epoch: 1 [47360/49000 (97%)]	Train Loss: 1.723725	Val Loss: 1.533468	Val Acc: 42
Train Epoch: 1 [48640/49000 (99%)]	Train Loss: 1.599810	Val Loss: 1.505269	Val Acc: 42
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 3.610930	Val Loss: 1.796756	Val Acc: 33
Train Epoch: 2 [1280/49000 (3%)]	Train Loss: 1.739487	Val Loss: 1.855044	Val Acc: 36
Train Epoch: 2 [2560/49000 (5%)]	Train Loss: 1.827214	Val Loss: 1.829310	Val Acc: 31
Train Epoch: 2 [3840/49000 (8%)]	Train Loss: 1.684096	Val Loss: 1.628055	Val Acc: 41
Train Epoch: 2 [5120/49000 (10%)]	Train Loss: 1.505620	Val Loss: 1.569331	Val Acc: 39
Train Epoch: 2 [6400/49000 (13%)]	Train Loss: 1.762967	Val Loss: 1.615202	Val Acc: 39
Train Epoch: 2 [7680/49000 (16%)]	Train Loss: 1.475273	Val Loss: 1.494459	Val Acc: 45
Train Epoch: 2 [8960/49000 (18%)]	Train Loss: 1.604869	Val Loss: 1.497206	Val Acc: 43
Train Epoch: 2 [10240/49000 (21%)]	Train Loss: 1.470667	Val Loss: 1.500353	Val Acc: 45
Train Epoch: 2 [11520/49000 (23%)]	Train Loss: 1.592248	Val Loss: 1.517544	Val Acc: 44
Train Epoch: 2 [12800/49000 (26%)]	Train Loss: 1.532941	Val Loss: 1.505932	Val Acc: 43
Train Epoch: 2 [14080/49000 (29%)]	Train Loss: 1.586150	Val Loss: 1.488858	Val Acc: 44
Train Epoch: 2 [15360/49000 (31%)]	Train Loss: 1.604807	Val Loss: 1.429844	Val Acc: 46
Train Epoch: 2 [16640/49000 (34%)]	Train Loss: 1.530144	Val Loss: 1.464259	Val Acc: 45
Train Epoch: 2 [17920/49000 (37%)]	Train Loss: 1.401884	Val Loss: 1.439477	Val Acc: 48
Train Epoch: 2 [19200/49000 (39%)]	Train Loss: 1.532509	Val Loss: 1.476222	Val Acc: 44
Train Epoch: 2 [20480/49000 (42%)]	Train Loss: 1.434977	Val Loss: 1.434268	Val Acc: 50
Train Epoch: 2 [21760/49000 (44%)]	Train Loss: 1.533835	Val Loss: 1.405040	Val Acc: 45
Train Epoch: 2 [23040/49000 (47%)]	Train Loss: 1.467419	Val Loss: 1.468168	Val Acc: 47
Train Epoch: 2 [24320/49000 (50%)]	Train Loss: 1.460754	Val Loss: 1.535062	Val Acc: 43
Train Epoch: 2 [25600/49000 (52%)]	Train Loss: 1.395733	Val Loss: 1.365253	Val Acc: 49
Train Epoch: 2 [26880/49000 (55%)]	Train Loss: 1.636405	Val Loss: 1.353785	Val Acc: 51
Train Epoch: 2 [28160/49000 (57%)]	Train Loss: 1.348222	Val Loss: 1.412360	Val Acc: 47
Train Epoch: 2 [29440/49000 (60%)]	Train Loss: 1.349405	Val Loss: 1.391325	Val Acc: 47
Train Epoch: 2 [30720/49000 (63%)]	Train Loss: 1.365036	Val Loss: 1.438771	Val Acc: 48
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.267515	Val Loss: 1.429760	Val Acc: 46
Train Epoch: 2 [33280/49000 (68%)]	Train Loss: 1.501020	Val Loss: 1.284021	Val Acc: 52
Train Epoch: 2 [34560/49000 (70%)]	Train Loss: 1.346288	Val Loss: 1.376398	Val Acc: 51
Train Epoch: 2 [35840/49000 (73%)]	Train Loss: 1.215181	Val Loss: 1.418404	Val Acc: 46
Train Epoch: 2 [37120/49000 (76%)]	Train Loss: 1.341196	Val Loss: 1.384009	Val Acc: 49
Train Epoch: 2 [38400/49000 (78%)]	Train Loss: 1.368440	Val Loss: 1.344573	Val Acc: 52
Train Epoch: 2 [39680/49000 (81%)]	Train Loss: 1.433948	Val Loss: 1.391538	Val Acc: 49
Train Epoch: 2 [40960/49000 (84%)]	Train Loss: 1.315783	Val Loss: 1.400657	Val Acc: 50
Train Epoch: 2 [42240/49000 (86%)]	Train Loss: 1.341031	Val Loss: 1.351492	Val Acc: 53
Train Epoch: 2 [43520/49000 (89%)]	Train Loss: 1.522732	Val Loss: 1.406613	Val Acc: 50
Train Epoch: 2 [44800/49000 (91%)]	Train Loss: 1.384391	Val Loss: 1.364168	Val Acc: 50
Train Epoch: 2 [46080/49000 (94%)]	Train Loss: 1.285642	Val Loss: 1.402968	Val Acc: 52
Train Epoch: 2 [47360/49000 (97%)]	Train Loss: 1.342607	Val Loss: 1.347398	Val Acc: 50
Train Epoch: 2 [48640/49000 (99%)]	Train Loss: 1.346301	Val Loss: 1.334289	Val Acc: 53
Train Epoch: 3 [0/49000 (0%)]	Train Loss: 3.190352	Val Loss: 1.920087	Val Acc: 35
Train Epoch: 3 [1280/49000 (3%)]	Train Loss: 1.518063	Val Loss: 1.480663	Val Acc: 44
Train Epoch: 3 [2560/49000 (5%)]	Train Loss: 1.449022	Val Loss: 1.369929	Val Acc: 49
Train Epoch: 3 [3840/49000 (8%)]	Train Loss: 1.349462	Val Loss: 1.370126	Val Acc: 48
Train Epoch: 3 [5120/49000 (10%)]	Train Loss: 1.334184	Val Loss: 1.252298	Val Acc: 52
Train Epoch: 3 [6400/49000 (13%)]	Train Loss: 1.230279	Val Loss: 1.295009	Val Acc: 54
Train Epoch: 3 [7680/49000 (16%)]	Train Loss: 1.318938	Val Loss: 1.250583	Val Acc: 52
Train Epoch: 3 [8960/49000 (18%)]	Train Loss: 1.110183	Val Loss: 1.207471	Val Acc: 59
Train Epoch: 3 [10240/49000 (21%)]	Train Loss: 1.419141	Val Loss: 1.264780	Val Acc: 54
Train Epoch: 3 [11520/49000 (23%)]	Train Loss: 1.261230	Val Loss: 1.223535	Val Acc: 55
Train Epoch: 3 [12800/49000 (26%)]	Train Loss: 1.143122	Val Loss: 1.295316	Val Acc: 51
Train Epoch: 3 [14080/49000 (29%)]	Train Loss: 1.303167	Val Loss: 1.262404	Val Acc: 54
Train Epoch: 3 [15360/49000 (31%)]	Train Loss: 1.273660	Val Loss: 1.255262	Val Acc: 53
Train Epoch: 3 [16640/49000 (34%)]	Train Loss: 1.091377	Val Loss: 1.166446	Val Acc: 56
Train Epoch: 3 [17920/49000 (37%)]	Train Loss: 1.148025	Val Loss: 1.267418	Val Acc: 53
Train Epoch: 3 [19200/49000 (39%)]	Train Loss: 1.154309	Val Loss: 1.257254	Val Acc: 54
Train Epoch: 3 [20480/49000 (42%)]	Train Loss: 1.262075	Val Loss: 1.147387	Val Acc: 60
Train Epoch: 3 [21760/49000 (44%)]	Train Loss: 1.124038	Val Loss: 1.319461	Val Acc: 47
Train Epoch: 3 [23040/49000 (47%)]	Train Loss: 1.132403	Val Loss: 1.203579	Val Acc: 55
Train Epoch: 3 [24320/49000 (50%)]	Train Loss: 1.295239	Val Loss: 1.224017	Val Acc: 55
