Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 2.302586	Val Loss: 2.302565	Val Acc: 10
Train Epoch: 1 [2000/49000 (4%)]	Train Loss: 2.302001	Val Loss: 2.304025	Val Acc: 9
Train Epoch: 1 [4000/49000 (8%)]	Train Loss: 2.442245	Val Loss: 2.370504	Val Acc: 8
Train Epoch: 1 [6000/49000 (12%)]	Train Loss: 2.444539	Val Loss: 2.352902	Val Acc: 15
Train Epoch: 1 [8000/49000 (16%)]	Train Loss: 2.095615	Val Loss: 2.108502	Val Acc: 23
Train Epoch: 1 [10000/49000 (20%)]	Train Loss: 2.132646	Val Loss: 2.059237	Val Acc: 23
Train Epoch: 1 [12000/49000 (24%)]	Train Loss: 2.021021	Val Loss: 1.963168	Val Acc: 28
Train Epoch: 1 [14000/49000 (29%)]	Train Loss: 2.101703	Val Loss: 1.964507	Val Acc: 31
Train Epoch: 1 [16000/49000 (33%)]	Train Loss: 1.934859	Val Loss: 1.959286	Val Acc: 30
Train Epoch: 1 [18000/49000 (37%)]	Train Loss: 1.878390	Val Loss: 1.821004	Val Acc: 35
Train Epoch: 1 [20000/49000 (41%)]	Train Loss: 1.873100	Val Loss: 1.785243	Val Acc: 35
Train Epoch: 1 [22000/49000 (45%)]	Train Loss: 1.790237	Val Loss: 1.728802	Val Acc: 35
Train Epoch: 1 [24000/49000 (49%)]	Train Loss: 1.728871	Val Loss: 1.692045	Val Acc: 39
Train Epoch: 1 [26000/49000 (53%)]	Train Loss: 1.768911	Val Loss: 1.667359	Val Acc: 39
Train Epoch: 1 [28000/49000 (57%)]	Train Loss: 1.593791	Val Loss: 1.663071	Val Acc: 39
Train Epoch: 1 [30000/49000 (61%)]	Train Loss: 1.538975	Val Loss: 1.575687	Val Acc: 43
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.671656	Val Loss: 1.609671	Val Acc: 40
Train Epoch: 1 [34000/49000 (69%)]	Train Loss: 1.601836	Val Loss: 1.564195	Val Acc: 42
Train Epoch: 1 [36000/49000 (73%)]	Train Loss: 1.713835	Val Loss: 1.497067	Val Acc: 45
Train Epoch: 1 [38000/49000 (78%)]	Train Loss: 1.676635	Val Loss: 1.562384	Val Acc: 41
Train Epoch: 1 [40000/49000 (82%)]	Train Loss: 1.547642	Val Loss: 1.494036	Val Acc: 44
Train Epoch: 1 [42000/49000 (86%)]	Train Loss: 1.481787	Val Loss: 1.513516	Val Acc: 46
Train Epoch: 1 [44000/49000 (90%)]	Train Loss: 1.423581	Val Loss: 1.453607	Val Acc: 46
Train Epoch: 1 [46000/49000 (94%)]	Train Loss: 1.486767	Val Loss: 1.481557	Val Acc: 47
Train Epoch: 1 [48000/49000 (98%)]	Train Loss: 1.530638	Val Loss: 1.490656	Val Acc: 46
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 1.427997	Val Loss: 1.504593	Val Acc: 45
Train Epoch: 2 [2000/49000 (4%)]	Train Loss: 1.485984	Val Loss: 1.483522	Val Acc: 46
Train Epoch: 2 [4000/49000 (8%)]	Train Loss: 1.486027	Val Loss: 1.484705	Val Acc: 45
Train Epoch: 2 [6000/49000 (12%)]	Train Loss: 1.566379	Val Loss: 1.441478	Val Acc: 48
Train Epoch: 2 [8000/49000 (16%)]	Train Loss: 1.424031	Val Loss: 1.391054	Val Acc: 50
Train Epoch: 2 [10000/49000 (20%)]	Train Loss: 1.385808	Val Loss: 1.354517	Val Acc: 51
Train Epoch: 2 [12000/49000 (24%)]	Train Loss: 1.273973	Val Loss: 1.365680	Val Acc: 53
Train Epoch: 2 [14000/49000 (29%)]	Train Loss: 1.492507	Val Loss: 1.435940	Val Acc: 48
Train Epoch: 2 [16000/49000 (33%)]	Train Loss: 1.364382	Val Loss: 1.386671	Val Acc: 49
Train Epoch: 2 [18000/49000 (37%)]	Train Loss: 1.397324	Val Loss: 1.398836	Val Acc: 48
Train Epoch: 2 [20000/49000 (41%)]	Train Loss: 1.521395	Val Loss: 1.450021	Val Acc: 46
Train Epoch: 2 [22000/49000 (45%)]	Train Loss: 1.422905	Val Loss: 1.390794	Val Acc: 48
Train Epoch: 2 [24000/49000 (49%)]	Train Loss: 1.301158	Val Loss: 1.364641	Val Acc: 50
Train Epoch: 2 [26000/49000 (53%)]	Train Loss: 1.381476	Val Loss: 1.336092	Val Acc: 52
Train Epoch: 2 [28000/49000 (57%)]	Train Loss: 1.318023	Val Loss: 1.327302	Val Acc: 50
Train Epoch: 2 [30000/49000 (61%)]	Train Loss: 1.216285	Val Loss: 1.288690	Val Acc: 53
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.271209	Val Loss: 1.322834	Val Acc: 52
Train Epoch: 2 [34000/49000 (69%)]	Train Loss: 1.276501	Val Loss: 1.323799	Val Acc: 50
Train Epoch: 2 [36000/49000 (73%)]	Train Loss: 1.384508	Val Loss: 1.309039	Val Acc: 54
Train Epoch: 2 [38000/49000 (78%)]	Train Loss: 1.335028	Val Loss: 1.358174	Val Acc: 50
Train Epoch: 2 [40000/49000 (82%)]	Train Loss: 1.327733	Val Loss: 1.365913	Val Acc: 52
Train Epoch: 2 [42000/49000 (86%)]	Train Loss: 1.320224	Val Loss: 1.339980	Val Acc: 51
Train Epoch: 2 [44000/49000 (90%)]	Train Loss: 1.208831	Val Loss: 1.333790	Val Acc: 53
Train Epoch: 2 [46000/49000 (94%)]	Train Loss: 1.389220	Val Loss: 1.265621	Val Acc: 54
Train Epoch: 2 [48000/49000 (98%)]	Train Loss: 1.266619	Val Loss: 1.360114	Val Acc: 51
Train Epoch: 3 [0/49000 (0%)]	Train Loss: 1.393402	Val Loss: 1.323317	Val Acc: 51
Train Epoch: 3 [2000/49000 (4%)]	Train Loss: 1.317242	Val Loss: 1.285993	Val Acc: 54
Train Epoch: 3 [4000/49000 (8%)]	Train Loss: 1.206391	Val Loss: 1.275159	Val Acc: 53
Train Epoch: 3 [6000/49000 (12%)]	Train Loss: 1.228516	Val Loss: 1.253185	Val Acc: 55
Train Epoch: 3 [8000/49000 (16%)]	Train Loss: 1.322739	Val Loss: 1.233671	Val Acc: 55
Train Epoch: 3 [10000/49000 (20%)]	Train Loss: 1.346170	Val Loss: 1.291561	Val Acc: 53
Train Epoch: 3 [12000/49000 (24%)]	Train Loss: 1.247638	Val Loss: 1.291433	Val Acc: 53
Train Epoch: 3 [14000/49000 (29%)]	Train Loss: 1.254609	Val Loss: 1.278508	Val Acc: 55
Train Epoch: 3 [16000/49000 (33%)]	Train Loss: 1.157022	Val Loss: 1.275074	Val Acc: 54
Train Epoch: 3 [18000/49000 (37%)]	Train Loss: 1.285812	Val Loss: 1.221645	Val Acc: 56
Train Epoch: 3 [20000/49000 (41%)]	Train Loss: 1.020034	Val Loss: 1.203636	Val Acc: 57
Train Epoch: 3 [22000/49000 (45%)]	Train Loss: 1.201863	Val Loss: 1.200833	Val Acc: 57
Train Epoch: 3 [24000/49000 (49%)]	Train Loss: 1.316229	Val Loss: 1.292031	Val Acc: 53
Train Epoch: 3 [26000/49000 (53%)]	Train Loss: 1.157624	Val Loss: 1.216680	Val Acc: 56
Train Epoch: 3 [28000/49000 (57%)]	Train Loss: 1.371516	Val Loss: 1.197238	Val Acc: 57
Train Epoch: 3 [30000/49000 (61%)]	Train Loss: 1.257698	Val Loss: 1.286917	Val Acc: 53
Train Epoch: 3 [32000/49000 (65%)]	Train Loss: 1.306648	Val Loss: 1.195118	Val Acc: 60
Train Epoch: 3 [34000/49000 (69%)]	Train Loss: 1.191613	Val Loss: 1.234855	Val Acc: 57
Train Epoch: 3 [36000/49000 (73%)]	Train Loss: 1.056173	Val Loss: 1.208457	Val Acc: 58
Train Epoch: 3 [38000/49000 (78%)]	Train Loss: 1.373657	Val Loss: 1.197339	Val Acc: 58
Train Epoch: 3 [40000/49000 (82%)]	Train Loss: 1.027717	Val Loss: 1.120871	Val Acc: 61
Train Epoch: 3 [42000/49000 (86%)]	Train Loss: 1.083831	Val Loss: 1.166812	Val Acc: 57
Train Epoch: 3 [44000/49000 (90%)]	Train Loss: 1.188107	Val Loss: 1.137344	Val Acc: 60
Train Epoch: 3 [46000/49000 (94%)]	Train Loss: 1.156907	Val Loss: 1.198933	Val Acc: 57
Train Epoch: 3 [48000/49000 (98%)]	Train Loss: 1.035703	Val Loss: 1.163192	Val Acc: 57
Train Epoch: 4 [0/49000 (0%)]	Train Loss: 1.053445	Val Loss: 1.161808	Val Acc: 58
Train Epoch: 4 [2000/49000 (4%)]	Train Loss: 1.167403	Val Loss: 1.126919	Val Acc: 61
Train Epoch: 4 [4000/49000 (8%)]	Train Loss: 1.194003	Val Loss: 1.165030	Val Acc: 58
Train Epoch: 4 [6000/49000 (12%)]	Train Loss: 1.234010	Val Loss: 1.151665	Val Acc: 60
Train Epoch: 4 [8000/49000 (16%)]	Train Loss: 1.078282	Val Loss: 1.163647	Val Acc: 58
Train Epoch: 4 [10000/49000 (20%)]	Train Loss: 1.196236	Val Loss: 1.225772	Val Acc: 57
Train Epoch: 4 [12000/49000 (24%)]	Train Loss: 1.266492	Val Loss: 1.172145	Val Acc: 59
Train Epoch: 4 [14000/49000 (29%)]	Train Loss: 1.162594	Val Loss: 1.139688	Val Acc: 60
Train Epoch: 4 [16000/49000 (33%)]	Train Loss: 1.084634	Val Loss: 1.189691	Val Acc: 58
Train Epoch: 4 [18000/49000 (37%)]	Train Loss: 1.057792	Val Loss: 1.135039	Val Acc: 60
Train Epoch: 4 [20000/49000 (41%)]	Train Loss: 1.029213	Val Loss: 1.108571	Val Acc: 61
Train Epoch: 4 [22000/49000 (45%)]	Train Loss: 1.145909	Val Loss: 1.187932	Val Acc: 59
Train Epoch: 4 [24000/49000 (49%)]	Train Loss: 1.036811	Val Loss: 1.216545	Val Acc: 56
Train Epoch: 4 [26000/49000 (53%)]	Train Loss: 1.189846	Val Loss: 1.153303	Val Acc: 60
Train Epoch: 4 [28000/49000 (57%)]	Train Loss: 1.117188	Val Loss: 1.132288	Val Acc: 59
Train Epoch: 4 [30000/49000 (61%)]	Train Loss: 1.102321	Val Loss: 1.102490	Val Acc: 61
Train Epoch: 4 [32000/49000 (65%)]	Train Loss: 1.300979	Val Loss: 1.159944	Val Acc: 60
