Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 4.653646	Val Loss: 4.605003	Val Acc: 0
Train Epoch: 1 [1280/49000 (3%)]	Train Loss: 4.606432	Val Loss: 4.605106	Val Acc: 2
Train Epoch: 1 [2560/49000 (5%)]	Train Loss: 4.599548	Val Loss: 4.599926	Val Acc: 1
Train Epoch: 1 [3840/49000 (8%)]	Train Loss: 4.607382	Val Loss: 4.576164	Val Acc: 1
Train Epoch: 1 [5120/49000 (10%)]	Train Loss: 4.592693	Val Loss: 4.587765	Val Acc: 1
Train Epoch: 1 [6400/49000 (13%)]	Train Loss: 4.594187	Val Loss: 4.554321	Val Acc: 1
Train Epoch: 1 [7680/49000 (16%)]	Train Loss: 4.548501	Val Loss: 4.529693	Val Acc: 1
Train Epoch: 1 [8960/49000 (18%)]	Train Loss: 4.597803	Val Loss: 4.505109	Val Acc: 1
Train Epoch: 1 [10240/49000 (21%)]	Train Loss: 4.495382	Val Loss: 4.493313	Val Acc: 2
Train Epoch: 1 [11520/49000 (23%)]	Train Loss: 4.515311	Val Loss: 4.514053	Val Acc: 1
Train Epoch: 1 [12800/49000 (26%)]	Train Loss: 4.449564	Val Loss: 4.442532	Val Acc: 3
Train Epoch: 1 [14080/49000 (29%)]	Train Loss: 4.472348	Val Loss: 4.430537	Val Acc: 1
Train Epoch: 1 [15360/49000 (31%)]	Train Loss: 4.477101	Val Loss: 4.407581	Val Acc: 2
Train Epoch: 1 [16640/49000 (34%)]	Train Loss: 4.507593	Val Loss: 4.398586	Val Acc: 2
Train Epoch: 1 [17920/49000 (37%)]	Train Loss: 4.423559	Val Loss: 4.407829	Val Acc: 2
Train Epoch: 1 [19200/49000 (39%)]	Train Loss: 4.432611	Val Loss: 4.355042	Val Acc: 2
Train Epoch: 1 [20480/49000 (42%)]	Train Loss: 4.292470	Val Loss: 4.308907	Val Acc: 4
Train Epoch: 1 [21760/49000 (44%)]	Train Loss: 4.347789	Val Loss: 4.298954	Val Acc: 3
Train Epoch: 1 [23040/49000 (47%)]	Train Loss: 4.278714	Val Loss: 4.345479	Val Acc: 3
Train Epoch: 1 [24320/49000 (50%)]	Train Loss: 4.394063	Val Loss: 4.311479	Val Acc: 3
Train Epoch: 1 [25600/49000 (52%)]	Train Loss: 4.238342	Val Loss: 4.286829	Val Acc: 4
Train Epoch: 1 [26880/49000 (55%)]	Train Loss: 4.196420	Val Loss: 4.301476	Val Acc: 3
Train Epoch: 1 [28160/49000 (57%)]	Train Loss: 4.332188	Val Loss: 4.281421	Val Acc: 4
Train Epoch: 1 [29440/49000 (60%)]	Train Loss: 4.335903	Val Loss: 4.219942	Val Acc: 4
Train Epoch: 1 [30720/49000 (63%)]	Train Loss: 4.187426	Val Loss: 4.191487	Val Acc: 3
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 4.218326	Val Loss: 4.185597	Val Acc: 5
Train Epoch: 1 [33280/49000 (68%)]	Train Loss: 4.186380	Val Loss: 4.152846	Val Acc: 5
